Sample	Sample_name	Sample_number	Number	Seq_sample_name_SameassampleFormerginginR	Experiment_type	Experiment	Colors	Sample_type	Sample_type_simple	Sample_type_new	Sample_type_RF	Time	Temperature	FrozenUnfrozenSimple	FrozenUnfrozen	StoragePlacementType	Replicate	Flow_cell_lane	Concentration_DTU	ConcentrationNum_DTU	Date_of_collection	Freeze_thaw_cycles	Temperature_sampling_day	Precipitation	Precipitation_the_day_before	Replicate_Groups	SpikedUnspiked	Replicate_Boxplot	Matching_samples	Library_preparation	Sequencing_platform	Reads_Total	Bases_Total	Reads_AfterTrim	Bases_AfterTrim	Archaea	Bacteria	Bacteria_draft	Common_animals	Common_plants	Fungi	Human	HumanMicrobiome	Parasites_other	Parasites_vertebrates	ResFinder	Unmapped	Virulence	VirulenceFactors	Virus	Mapped	MappedParsed	ReadsNotPhiX	PercentUnmapped	PercentPhiX
11	DTU2016_MG_476_HX_P1pureMC_0h_c	P1pureMC_0h_c	11	11	DTU2016_MG_476_HX_P1pureMC_0h_c	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1_mock_community	Mock_community	Mock_community	P1_MC	0	NA	Unfrozen	Nothing	Nothing	c	1	1,81	1,81	11.04.16	0	7	0	0	P1S1pureMC	pureMC	MC	P1pureMC_0h_c	Nextflex	Hiseq	4413490	666436990	3844228	499349653.5	32	3614165	11114	83	13	1362	40	8318	161	611	0	138025	5664	40060	130	3636029	3635893	3774054	3.65720787248937	1.82543803333205
12	DTU2016_MG_477_HX_P1EC_16h	P1EC_16h	12	12	DTU2016_MG_477_HX_P1EC_16h	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1_extraction_control_Blank	Negative_control	Negative_control	P1_Neg	16	NA	Unfrozen	Nothing	Nothing	NA	2	<0,5	0,5	11.04.16	0	7	0	0	P1EC	EC	EC	P1EC_16h	Nextflex	Hiseq	98494	14872594	81864	10448263	18	3135	3652	38	5	20	50	565	88	22	0	24605	0	0	0	7593	7500	32198	76.4177899248401	60.6689142968826
13	DTU2016_MG_478_HX_P1_16h_80C_a	P1_16h_80C_a	13	13	DTU2016_MG_478_HX_P1_16h_80C_a	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1	Sample	Pig_feces_1	P1_Day_Freezer	16	-80	Freezer	Freezer	FreezerDeep	a	4	46,00	46,00	11.04.16	1	7	0	0	P1S2	Unspiked	16h-80C	P1_16h_80C_a	Nextflex	Hiseq	30659825	4629633575	27651771	3587368700.5	2919	568892	2684183	24689	837	471	162	119061	427	26970	15541	23826874	0	0	145	3428756	3403068	27255630	87.420008269851	1.43260625151279
14	DTU2016_MG_479_HX_P1_16h_80C_b	P1_16h_80C_b	14	14	DTU2016_MG_479_HX_P1_16h_80C_b	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1	Sample	Pig_feces_1	P1_Day_Freezer	16	-80	Freezer	Freezer	FreezerDeep	b	8	47,90	47,90	11.04.16	1	7	0	0	P1S2	Unspiked	16h-80C	P1_16h_80C_b	Nextflex	Hiseq	9340387	1410398437	8331281	1081948516.5	641	159234	770987	4331	207	162	106	35458	149	7792	4638	7280766	0	8	77	979144	974500	8259910	88.1458272547764	0.856662978958458
15	DTU2016_MG_480_HX_P1_16h_80C_c	P1_16h_80C_c	15	15	DTU2016_MG_480_HX_P1_16h_80C_c	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1	Sample	Pig_feces_1	P1_Day_Freezer	16	-80	Freezer	Freezer	FreezerDeep	c	7	46,10	46,10	11.04.16	1	7	0	0	P1S2	Unspiked	16h-80C	P1_16h_80C_c	Nextflex	Hiseq	12074471	1823245121	10196221	1231957517.5	776	188374	949360	7822	424	142	108	43178	151	9008	5617	8903720	0	0	81	1199424	1191070	10103144	88.1282103867865	0.912857812713161
16	DTU2016_MG_481_HX_P1MC_16h_80C_a	P1MC_16h_80C_a	16	16	DTU2016_MG_481_HX_P1MC_16h_80C_a	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1_spiked	Sample	Pig_feces_1	P1_Day_Freezer	16	-80	Freezer	Freezer	FreezerDeep	a	5	50,00	50,00	11.04.16	1	7	0	0	P1S2MC	Spiked	16h-80C	P1MC_16h_80C_a	Nextflex	Hiseq	14436975	2179983225	12465068	1572847761.5	891	694757	1151909	8022	549	380	201	52650	276	11883	6951	10461044	0	3353	146	1921664	1912892	12382708	84.4810682768261	0.66072643967927
17	DTU2016_MG_482_HX_P1MC_16h_80C_b	P1MC_16h_80C_b	17	17	DTU2016_MG_482_HX_P1MC_16h_80C_b	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1_spiked	Sample	Pig_feces_1	P1_Day_Freezer	16	-80	Freezer	Freezer	FreezerDeep	b	6	40,00	40,00	11.04.16	1	7	0	0	P1S2MC	Spiked	16h-80C	P1MC_16h_80C_b	Nextflex	Hiseq	14488800	2187808800	12695570	1632199069.5	1048	738253	1189099	8208	372	456	197	55976	306	12371	6849	10604551	0	3793	153	2006439	1997662	12610990	84.0897582188234	0.666216640922779
18	DTU2016_MG_483_HX_P1MC_16h_80C_c	P1MC_16h_80C_c	18	18	DTU2016_MG_483_HX_P1MC_16h_80C_c	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1_spiked	Sample	Pig_feces_1	P1_Day_Freezer	16	-80	Freezer	Freezer	FreezerDeep	c	6	47,90	47,90	11.04.16	1	7	0	0	P1S2MC	Spiked	16h-80C	P1MC_16h_80C_c	Nextflex	Hiseq	11443053	1727901003	9937703	1269217627.5	739	593548	911435	6611	384	388	172	43410	199	9526	5425	8231209	0	3330	148	1566560	1559393	9797769	84.0110539450359	1.40811211604935
19	DTU2016_MG_484_HX_P1_16h_20C_a	P1_16h_20C_a	19	19	DTU2016_MG_484_HX_P1_16h_20C_a	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1	Sample	Pig_feces_1	P1_Day_Freezer	16	-20	Freezer	Freezer	Freezer	a	3	47,40	47,40	11.04.16	1	7	0	0	P1S3	Unspiked	16h-20C	P1_16h_20C_a	Nextflex	Hiseq	41033656	6196082056	35887669	4618381023.5	2064	740816	3473119	25139	1809	611	506	162149	834	32024	19912	31219441	0	0	285	4439356	4411902	35658797	87.5504605497488	0.637745516433514
20	DTU2016_MG_485_HX_P1_16h_20C_b	P1_16h_20C_b	20	20	DTU2016_MG_485_HX_P1_16h_20C_b	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1	Sample	Pig_feces_1	P1_Day_Freezer	16	-20	Freezer	Freezer	Freezer	b	4	46,90	46,90	11.04.16	1	7	0	0	P1S3	Unspiked	16h-20C	P1_16h_20C_b	Nextflex	Hiseq	30155677	4553507227	26824721	3466844246.5	2837	569072	2611442	19850	1020	467	190	122171	466	25179	14854	23238796	0	0	228	3352922	3331862	26591718	87.3911042528354	0.868612948481365
21	DTU2016_MG_486_HX_P1_16h_20C_c	P1_16h_20C_c	21	21	DTU2016_MG_486_HX_P1_16h_20C_c	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1	Sample	Pig_feces_1	P1_Day_Freezer	16	-20	Freezer	Freezer	Freezer	c	1	48,50	48,50	11.04.16	1	7	0	0	P1S3	Unspiked	16h-20C	P1_16h_20C_c	Nextflex	Hiseq	29230728	4413839928	25799946	3380638976	2391	527251	2433028	21502	721	349	295	112525	459	24031	13652	22343995	0	0	362	3122914	3100396	25466909	87.7373653787352	1.29084378703738
22	DTU2016_MG_487_HX_P1MC_16h_20C_a	P1MC_16h_20C_a	22	22	DTU2016_MG_487_HX_P1MC_16h_20C_a	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1_spiked	Sample	Pig_feces_1	P1_Day_Freezer	16	-20	Freezer	Freezer	Freezer	a	8	43,30	43,30	11.04.16	1	7	0	0	P1S3MC	Spiked	16h-20C	P1MC_16h_20C_a	Nextflex	Hiseq	8879193	1340758143	7879522	1021018443.5	538	467402	708339	5537	235	221	69	32927	113	6911	4131	6481005	0	2424	90	1222382	1216541	7703387	84.1318889989559	2.23535133222548
23	DTU2016_MG_488_HX_P1MC_16h_20C_b	P1MC_16h_20C_b	23	23	DTU2016_MG_488_HX_P1MC_16h_20C_b	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1_spiked	Sample	Pig_feces_1	P1_Day_Freezer	16	-20	Freezer	Freezer	Freezer	b	4	47,70	47,70	11.04.16	1	7	0	0	P1S3MC	Spiked	16h-20C	P1MC_16h_20C_b	Nextflex	Hiseq	25673262	3876662562	22883400	2953476405.5	2199	1266932	2132885	14433	669	707	219	98974	558	20929	12092	19163852	0	6687	364	3538869	3523548	22702721	84.4121372059323	0.789563613798649
24	DTU2016_MG_489_HX_P1MC_16h_20C_c	P1MC_16h_20C_c	24	24	DTU2016_MG_489_HX_P1MC_16h_20C_c	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1_spiked	Sample	Pig_feces_1	P1_Day_Freezer	16	-20	Freezer	Freezer	Freezer	c	7	44,40	44,40	11.04.16	1	7	0	0	P1S3MC	Spiked	16h-20C	P1MC_16h_20C_c	Nextflex	Hiseq	12832358	1937686058	10708249	1289805308	887	650981	916746	5463	224	245	92	43817	141	9305	5549	9010432	0	4094	149	1628050	1622271	10638482	84.696594871336	0.651525753650293
25	DTU2016_MG_490_HX_P1_16h_5C_a	P1_16h_5C_a	25	25	DTU2016_MG_490_HX_P1_16h_5C_a	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1	Sample	Pig_feces_1	P1_Day_Fridge	16	5	Unfrozen	Fridge	Fridge	a	1	47,80	47,80	11.04.16	0	7	0	0	P1S4	Unspiked	16h5C	P1_16h_5C_a	Nextflex	Hiseq	34572436	5220437836	30607884	4018248167	20878	745661	1968212	9255	1023	444	254	156154	466	25472	14690	27369857	0	0	695	2928514	2917982	30298371	90.3344176490545	1.01121985433557
26	DTU2016_MG_491_HX_P1_16h_5C_b	P1_16h_5C_b	26	26	DTU2016_MG_491_HX_P1_16h_5C_b	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1	Sample	Pig_feces_1	P1_Day_Fridge	16	5	Unfrozen	Fridge	Fridge	b	6	46,00	46,00	11.04.16	0	7	0	0	P1S4	Unspiked	16h5C	P1_16h_5C_b	Nextflex	Hiseq	12831467	1937551517	11306646	1454929385	7492	291597	763408	3837	610	291	154	58425	213	9600	5624	10001768	0	0	298	1135925	1131324	11137693	89.8010746031516	1.49428044355506
27	DTU2016_MG_492_HX_P1_16h_5C_c	P1_16h_5C_c	27	27	DTU2016_MG_492_HX_P1_16h_5C_c	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1	Sample	Pig_feces_1	P1_Day_Fridge	16	5	Unfrozen	Fridge	Fridge	c	1	52,00	52,00	11.04.16	0	7	0	0	P1S4	Unspiked	16h5C	P1_16h_5C_c	Nextflex	Hiseq	33395541	5042726691	29245474	3827097602	18595	733224	2004981	8041	3628	821	262	150641	615	24614	14069	26104417	0	0	714	2946136	2934205	29050553	89.8585889225586	0.666499712058009
28	DTU2016_MG_493_HX_P1MC_16h_5C_a	P1MC_16h_5C_a	28	28	DTU2016_MG_493_HX_P1MC_16h_5C_a	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1_spiked	Sample	Pig_feces_1	P1_Day_Fridge	16	5	Unfrozen	Fridge	Fridge	a	6	49,40	49,40	11.04.16	0	7	0	0	P1S4MC	Spiked	16h5C	P1MC_16h_5C_a	Nextflex	Hiseq	13813925	2085902675	12183281	1567342944.5	8114	670377	809578	2591	401	421	107	65516	316	9910	5912	10534513	0	2910	320	1567651	1564552	12102164	87.0465232498915	0.665805869535472
29	DTU2016_MG_494_HX_P1MC_16h_5C_b	P1MC_16h_5C_b	29	29	DTU2016_MG_494_HX_P1MC_16h_5C_b	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1_spiked	Sample	Pig_feces_1	P1_Day_Fridge	16	5	Unfrozen	Fridge	Fridge	b	5	45,90	45,90	11.04.16	0	7	0	0	P1S4MC	Spiked	16h5C	P1MC_16h_5C_b	Nextflex	Hiseq	12755392	1926064192	10862109	1364949040	6981	616659	718647	2033	422	344	220	58159	266	8606	5336	9367828	0	2570	261	1412598	1409923	10780426	86.896640262639	0.751999450567104
30	DTU2016_MG_495_HX_P1MC_16h_5C_c	P1MC_16h_5C_c	30	30	DTU2016_MG_495_HX_P1MC_16h_5C_c	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1_spiked	Sample	Pig_feces_1	P1_Day_Fridge	16	5	Unfrozen	Fridge	Fridge	c	8	45,20	45,20	11.04.16	0	7	0	0	P1S4MC	Spiked	16h5C	P1MC_16h_5C_c	Nextflex	Hiseq	11882482	1794254782	10687584	1390811648.5	7189	575946	718015	2159	331	348	360	55366	123	8504	5337	9131327	0	2273	225	1368566	1365716	10499893	86.9659052716061	1.75615929661933
31	DTU2016_MG_496_HX_P1_16h_22C_a	P1_16h_22C_a	31	31	DTU2016_MG_496_HX_P1_16h_22C_a	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1	Sample	Pig_feces_1	P1_Day_Table	16	22	Unfrozen	Table	Table	a	4	55,00	55,00	11.04.16	0	7	0	0	P1S5	Unspiked	16h22C	P1_16h_22C_a	Nextflex	Hiseq	24067951	3634260601	19442114	2225674578.5	14742	563389	1196850	1796	333	278	45	131925	272	14419	9962	17328984	0	0	459	1924508	1922334	19253492	90.0043690775678	0.970172276533303
32	DTU2016_MG_498_HX_P1_16h_22C_c	P1_16h_22C_c	33	33	DTU2016_MG_498_HX_P1_16h_22C_c	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1	Sample	Pig_feces_1	P1_Day_Table	16	22	Unfrozen	Table	Table	c	7	51,00	51,00	11.04.16	0	7	0	0	P1S5	Unspiked	16h22C	P1_16h_22C_c	Nextflex	Hiseq	11805816	1782678216	9862379	1187734829.5	7292	306163	607568	1007	197	177	107	71130	280	7302	4841	8814703	0	0	239	1001462	1000151	9816165	89.7978283779867	0.468588765448986
33	DTU2016_MG_499_HX_P1MC_16h_22C_a	P1MC_16h_22C_a	34	34	DTU2016_MG_499_HX_P1MC_16h_22C_a	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1_spiked	Sample	Pig_feces_1	P1_Day_Table	16	22	Unfrozen	Table	Table	a	8	46,30	46,30	11.04.16	0	7	0	0	P1S5MC	Spiked	16h22C	P1MC_16h_22C_a	Nextflex	Hiseq	25370337	3830920887	22814246	2969120245	17967	1362530	1423146	1541	422	813	184	161947	278	17351	11299	19693057	0	6072	550	2986729	2984582	22679786	86.8308766229099	0.589368590134427
34	DTU2016_MG_500_HX_P1MC_16h_22C_b	P1MC_16h_22C_b	35	35	DTU2016_MG_500_HX_P1MC_16h_22C_b	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1_spiked	Sample	Pig_feces_1	P1_Day_Table	16	22	Unfrozen	Table	Table	b	7	47,70	47,70	11.04.16	0	7	0	0	P1S5MC	Spiked	16h22C	P1MC_16h_22C_b	Nextflex	Hiseq	10110025	1526613775	7486629	763637784	5577	428740	425103	749	221	239	36	50378	107	5142	3690	6515532	0	1417	147	916439	915433	7431971	87.6689642626431	0.730074910884458
35	DTU2016_MG_501_HX_P1MC_16h_22C_c	P1MC_16h_22C_c	36	36	DTU2016_MG_501_HX_P1MC_16h_22C_c	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1_spiked	Sample	Pig_feces_1	P1_Day_Table	16	22	Unfrozen	Table	Table	c	3	45,70	45,70	11.04.16	0	7	0	0	P1S5MC	Spiked	16h22C	P1MC_16h_22C_c	Nextflex	Hiseq	30019882	4533002182	26170847	3364323716	20666	1421008	1567199	2593	404	812	84	185657	728	19477	12649	22755400	0	5242	574	3219202	3216121	25974602	87.6063471540392	0.749861095439517
36	DTU2016_MG_502_HX_P1EC_64h	P1EC_64h	37	37	DTU2016_MG_502_HX_P1EC_64h	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1_extraction_control_Blank	Negative_control	Negative_control	P1_Neg	64	NA	Unfrozen	Nothing	Nothing	NA	3	<0,5	0,5	11.04.16	0	7	0	0	P1EC	EC	EC	P1EC_64h	Nextflex	Hiseq	177293	26771243	159112	20337691	0	840	1943	27	0	2	0	219	16	14	0	17912	0	0	0	3061	3034	20973	85.4050445811281	86.8187188898386
37	DTU2016_MG_503_HX_P1_64h_80C_a	P1_64h_80C_a	38	38	DTU2016_MG_503_HX_P1_64h_80C_a	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1	Sample	Pig_feces_1	P1_Weekend_Freezer	64	-80	Freezer	Freezer	FreezerDeep	a	8	47,20	47,20	11.04.16	1	7	0	0	P1S6	Unspiked	64h-80C	P1_64h_80C_a	Nextflex	Hiseq	9380408	1416441608	8396177	1065223421.5	966	186315	804919	6787	345	194	188	36103	138	8124	4526	7271165	0	38	79	1044158	1036838	8315323	87.4429652341827	0.962985892269779
38	DTU2016_MG_504_HX_P1_64h_80C_b	P1_64h_80C_b	39	39	DTU2016_MG_504_HX_P1_64h_80C_b	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1	Sample	Pig_feces_1	P1_Weekend_Freezer	64	-80	Freezer	Freezer	FreezerDeep	b	4	46,30	46,30	11.04.16	1	7	0	0	P1S6	Unspiked	64h-80C	P1_64h_80C_b	Nextflex	Hiseq	26738368	4037493568	23594456	3039210051	3351	542962	2312069	19734	3275	726	246	102061	383	22933	13107	20369664	0	0	232	3007972	2984717	23377636	87.133121586802	0.918944687684259
39	DTU2016_MG_505_HX_P1_64h_80C_c	P1_64h_80C_c	40	40	DTU2016_MG_505_HX_P1_64h_80C_c	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1	Sample	Pig_feces_1	P1_Weekend_Freezer	64	-80	Freezer	Freezer	FreezerDeep	c	5	46,30	46,30	11.04.16	1	7	0	0	P1S6	Unspiked	64h-80C	P1_64h_80C_c	Nextflex	Hiseq	11645906	1758531806	9842852	1230850898	800	206305	944962	4896	795	237	197	41450	219	9124	5582	8500392	0	0	83	1209068	1203180	9709460	87.5475258150299	1.35521696353862
40	DTU2016_MG_506_HX_P1MC_64h_80C_a	P1MC_64h_80C_a	41	41	DTU2016_MG_506_HX_P1MC_64h_80C_a	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1_spiked	Sample	Pig_feces_1	P1_Weekend_Freezer	64	-80	Freezer	Freezer	FreezerDeep	a	1	45,10	45,10	11.04.16	1	7	0	0	P1S6MC	Spiked	64h-80C	P1MC_64h_80C_a	Nextflex	Hiseq	28724201	4337354351	25444843	3345311289.5	2317	1326351	2493064	14354	825	818	217	112662	518	24387	13666	21336463	0	6174	343	3975856	3960460	25312319	84.2928022517415	0.520828523092086
41	DTU2016_MG_507_HX_P1MC_64h_80C_b	P1MC_64h_80C_b	42	42	DTU2016_MG_507_HX_P1MC_64h_80C_b	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1_spiked	Sample	Pig_feces_1	P1_Weekend_Freezer	64	-80	Freezer	Freezer	FreezerDeep	b	7	47,40	47,40	11.04.16	1	7	0	0	P1S6MC	Spiked	64h-80C	P1MC_64h_80C_b	Nextflex	Hiseq	12291537	1856022087	9942092	1181620096.5	882	524614	920473	5112	640	493	119	40878	127	8942	5339	8380487	0	2780	122	1502402	1496531	9882889	84.7979472399214	0.595478295714825
42	DTU2016_MG_508_HX_P1MC_64h_80C_b	P1MC_64h_80C_c	43	43	DTU2016_MG_508_HX_P1MC_64h_80C_b	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1_spiked	Sample	Pig_feces_1	P1_Weekend_Freezer	64	-80	Freezer	Freezer	FreezerDeep	c	8	47,10	47,10	11.04.16	1	7	0	0	P1S6MC	Spiked	64h-80C	P1MC_64h_80C_c	Nextflex	Hiseq	11177391	1687786041	9797265	1259913329.5	827	557356	912883	5148	290	337	107	41462	172	9161	5183	8165290	0	2893	108	1527851	1522306	9693141	84.2378131092904	1.06278640008206
43	DTU2016_MG_509_HX_P1_64h_20C_a	P1_64h_20C_a	44	44	DTU2016_MG_509_HX_P1_64h_20C_a	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1	Sample	Pig_feces_1	P1_Weekend_Freezer	64	-20	Freezer	Freezer	Freezer	a	1	44,10	44,10	11.04.16	1	7	0	0	P1S7	Unspiked	64h-20C	P1_64h_20C_a	Nextflex	Hiseq	26666642	4026662942	21839066	2585891139.5	2666	501540	1986934	15180	709	333	211	87929	514	19518	11487	19062554	0	0	340	2615874	2599774	21678428	87.9332855684923	0.735553434382221
44	DTU2016_MG_510_HX_P1_64h_20C_b	P1_64h_20C_b	45	45	DTU2016_MG_510_HX_P1_64h_20C_b	Handling_experiment	Pig_feces_1	"blue"	Pig_feces_1	Sample	Pig_feces_1	P1_Weekend_Freezer	64	-20	Freezer	Freezer	Freezer	b	5	>60,0	60	11.04.16	1	7	0	0	P1S7	Unspiked	64h-20C	P1_64h_20C_b	Nextflex	Hiseq	12636744	1908148344	10985780	1391442253.5	1112	249417	1004837	7242	216	154	125	44183	196	9900	5762	9549979	0	0	188	1317570	1309987	10867549	87.8761071148609	1.07621852977212
